CNPJ_FUNDO,DENOM_SOCIAL,VL_PATRIM_LIQ
33.588.784/0001-70,FRADE III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRED PRIV IE,312052112.6
33.588.888/0001-84,INTEGRAL ICATU PREVIDENCIARIO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO,1244176.88
33.589.389/0001-01,G5 SAMEDAN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,96551087.32
33.589.828/0001-86,TAVOLA ABSOLUTO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,118482555.84
33.598.805/0001-38,G5 AP INFRA 2 FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR,0.0
33.598.974/0001-78,BTG PACTUAL HIGHLANDS FUNDO DE INVESTIMENTO MULTIMERCADO,22829963.44
33.599.482/0001-05,DRAGO II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,52464256.04
33.599.717/0001-50,RRN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,24129318.35
33.599.991/0001-20,BTG PACTUAL CRÉDITO CORPORATIVO PLUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,271983234.73
33.600.111/0001-98,HUMAITA CASH FUNDO DE INVESTIMENTO MULTIMERCADO,0.0
33.600.624/0001-07,INTEGRAL ICATU PREVIDENCIARIOII FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO FIFE,1192749.91
33.600.729/0001-58,BTG PACTUAL REFERENCE OURO FUNDO DE INVESTIMENTO MULTIMERCADO,93065240.14
33.600.794/0001-83,BTGP PICTET GLOBAL MEGATREND SELECTION FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,21083209.02
33.600.869/0001-26,TRIGONO 70 PREVIDENCIA FUNDO DE INVESTIMENTO MULTIMERCADO,287204290.37
33.600.915/0001-97,TAVOLA ABSOLUTO MASTER FUNDO DE INVESTIMENTO DE ACOES,133215010.01
33.601.025/0001-08,PANDHORA LONG BIAS MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,0.0
33.601.079/0001-65,FAVORITA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,10031557.03
33.611.046/0001-04,BB MULTIMERCADO MULTIGESTOR ALPHA PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,53808360.51
33.611.081/0001-15,BB TOP LONG AND SHORT MULTIMERCADO LONGO PRAZO FUNDO DE INVESTIMENTO,7334469.43
33.617.774/0001-15,BB MULTIMERCADO LONGO PRAZO LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,16209223.79
33.617.824/0001-64,BB IDEBUR FOREVER 19 MULTIMERCADO FI EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,17328485.24
33.617.885/0001-21,BB ESPELHO MULTIMERCADO ABSOLUTE VERTEX FUNDO DE INVESTIMENTO EM COTAS DE FI,99757069.7
33.618.507/0001-62,BB 1001 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,14883572.1
33.624.201/0001-19,4UM VALOR INSTITUCIONAL FUNDO DE INVESTIMENTO EM AÇÕES,22850712.82
33.624.828/0001-70,EQTPREV STRATEGY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,183808230.55
33.624.948/0001-77,LEDGE FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,17027704.4
33.625.019/0001-82,HONEY ISLAND BY 4UM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CP,6685669.36
33.625.357/0001-14,SÍTIO GRANDE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,43385815.04
33.625.506/0001-45,4UM LONG BIASED FUNDO DE INVESTIMENTO MULTIMERCADO,6653095.7
33.625.603/0001-38,4UM MAIS FUTURO CONSERVADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,97433886.75
33.625.723/0001-35,4UM MAIS FUTURO MODERADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,65446847.13
33.625.789/0001-25,4UM MAIS FUTURO AGRESSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,33435211.53
33.632.312/0001-77,DAYCOVAL TOP SELEÇÃO  MASTER FUNDO DE INVESTIMENTO EM AÇÕES,9445491.83
33.632.411/0001-59,MAS FUNDO DE INVESTIMENTO DE AÇÕES,8433983.82
33.632.663/0001-88,LE MANS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,7951482.51
33.632.727/0001-40,ONE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,313041466.45
33.667.761/0001-50,SNELP OCRAM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,14658514.97
33.667.764/0001-94,SAFRA SOUVERAIN IRFM FUNDO DE INVESTIMENTO RENDA FIXA,6167054.73
33.667.768/0001-72,SAFRA EXCLUSIVITÉ DEBÊNTURES INCENTIVADAS CRÉDITO PRIVADO FIC FI MULTIMERCADO,2689304.62
33.667.772/0001-30,BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE PRAIA DO FORTE,55301488.39
33.688.868/0001-85,BRASILPREV RT ANAMA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,32172045.78
33.688.887/0001-01,BRASILPREV RT FPP FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,19477964.92
33.688.910/0001-68,BRASILPREV RT TELES FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,9148552.89
33.689.069/0001-23,BRASILPREV RT GURU FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,22758816.07
33.701.422/0001-43,MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR,1071415.92
33.701.474/0001-10,FRAM CAPITAL JOHANSEN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,23133181.17
33.701.527/0001-00,ENCONTRO DAS ÁGUAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,497341302.11
33.701.534/0001-02,ROSSOBLU 95  FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,15936348.93
33.701.805/0001-11,ARX SULAMÉRICA K2 INFLAÇÃO CURTA PREV FICFI MULTIMERCADO CRÉDITO PRIVADO,462263696.86
33.701.820/0001-60,SUL AMÉRICA PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,875787712.29
33.701.828/0001-26,SULAMÉRICA CRÉDITO ESG FI RENDA FIXA CRÉD PRIV LONGO PRAZO INVESTIMENTO SUSTENTÁVEL,677668552.92
33.736.767/0001-32,EMPIRICUS CRIPTOMOEDAS FI EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,201789436.9
33.736.782/0001-80,HASHDEX CRIPTOATIVOS I FUNDO DE INVESTIMENTO MULTIMERCADO,195341909.9
33.736.845/0001-07,HASHDEX 100 NASDAQ CRYPTO INDEX FUNDO DE INVESTIMENTO MULTIMERCADO,325336030.85
33.736.873/0001-16,HASHDEX 20 NASDAQ CRYPTO INDEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,193996226.1
33.736.882/0001-07,FIM TESOURARIA 1B - FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,5874669.23
33.736.993/0001-13,REAG ALPHA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,184261180.65
33.737.088/0001-88,RITAMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,25496502.8
33.755.581/0001-20,XP INVESTOR LONG BIASED II FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,97102218.93
33.755.672/0001-66,DAHLIA AÇÕES ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,30812182.33
33.755.685/0001-35,PACIFICO MACRO PREVIDÊNCIA ADVISORY XP SEGUROS FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,6509361.32
33.755.708/0001-01,PACIFICO MACRO PREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE,61207487.36
33.755.721/0001-60,TREND PÓS-FIXADO ADVISORY PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,94709685.41
33.755.733/0001-95,TREND PRÉ-FIXADO XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,145265318.26
33.768.898/0001-00,CONSTÂNCIA ICATU PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,2023929.64
33.768.907/0001-54,CONSTÂNCIA PREVIDENCIÁRIO FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,2187861.06
33.768.937/0001-60,FLEX SUPER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,32421511.52
33.768.941/0001-29,VISCONDE FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,39951008.71
33.768.948/0001-40,NAVI LS ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,523351035.38
33.768.955/0001-42,RFT VOLGA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,125949592.93
33.769.006/0001-87,RFT ZAMBEZI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,23035611.64
33.769.046/0001-29,MINT EDUCAÇÃO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,15314897.62
33.769.079/0001-79,NAVI INSTITUCIONAL A FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,194282520.15
33.769.090/0001-39,ICATU VANGUARDA CAP PARCERIAS FUNDO DE INVESTIMENTO RENDA FIXA,160652669.62
33.769.125/0001-30,REE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,15750037.96
33.769.135/0001-75,G5 GREEN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,18284891.78
33.769.148/0001-44,G5 PEGASUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,14208085.26
33.769.161/0001-01,TRUXT MACRO S PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,96194124.88
33.770.627/0001-80,BOEINGO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,25114365.09
33.784.156/0001-60,PLATINA PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,57045932.74
33.784.170/0001-63,JGP STRATEGY ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,453086047.08
33.784.183/0001-32,TREND IBOVESPA 70 XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,23404221.13
33.784.218/0001-33,INTER TRAFALGAR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,50521919.42
33.784.231/0001-92,TREND PÓS-FIXADO XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,3319091761.9
33.784.263/0001-98,TREND PÓS-FIXADO MÁSTER PREV FUNDO DE INVESTIMENTO RENDA FIXA,6416424895.1
33.786.226/0001-19,AMARIL FRANKLIN FDO DE INVEST MULTIMERCADO CRED PRI,51603671.11
33.795.343/0001-49,TREND IBOVESPA 100 XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,47538071.55
33.795.466/0001-80,CIRENE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO  EXTERIOR,6759663.38
33.796.050/0001-86,SELECTION RF LIGHT MASTER FI EM COTAS DE FI RENDA FIXA CRÉD PRIV LONGO PRAZO,486552433.68
33.796.084/0001-70,SAFARI LB STRATEGY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,4545534.21
33.796.173/0001-17,AMÉRICO PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,23911861.2
33.796.214/0001-75,PERFIN FORESIGHT 100 ADVISORY XP SEGUROS PREV FI EM COTAS DE FI DE AÇÕES,8598027.85
33.796.245/0001-26,MASTER CASH FUNDO DE INVESTIMENTO RENDA FIXA,111391030.89
33.796.273/0001-43,VINCI VALOREM ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO,122953582.67
33.796.334/0001-72,TREND IBOVESPA MÁSTER PREV FUNDO DE INVESTIMENTO EM AÇÕES,63720711.16
33.824.062/0001-77,TCL FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,75333055.95
33.824.227/0001-00,FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI PATRIMONIAL,186955254.97
33.824.260/0001-30,VÉRTICE ITAÚ MANAGED PORTFOLIO 3 II FUNDO DE INV EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,58171922.78
33.824.397/0001-95,BB BAVIA MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,1848520.83
33.824.409/0001-81,BB AÇÕES VALOR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,37209366.01
33.824.419/0001-17,BB RHA CAPITAL MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,13979421.48
33.824.468/0001-50,BRASILPREV ADAM FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,149215010.3
33.824.486/0001-31,BRASILPREV CANVAS ENDURO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,54059205.51
33.824.511/0001-87,BRASILPREV CLARITAS MIDVOL FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,42195016.31
33.824.527/0001-90,BRASILPREV JGP FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,683937599.16
33.824.549/0001-50,BRASILPREV MULTIMERCADO PREMIUM I FUNDO DE INVESTIMENTO EM COTAS DE FI,2217997304.15
33.824.577/0001-77,BRASILPREV GARDE PARIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,22846682.88
33.824.820/0001-57,BB ASSET RENDA FIXA LONGO PRAZO BONDS GLOBAIS HEDGE CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FIC FI,1549847.32
33.824.833/0001-26,BRASILPREV LONG BIAS PLUS II FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,147763272.51
33.824.854/0001-41,BRASILPREV PRIVATE ALLOCATION III FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,16449658.66
33.824.886/0001-47,BRASILPREV PRIVATE ALLOCATION PLUS III FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,10088266.03
33.824.906/0001-80,BRASILPREV CONCEPT V FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,2063975460.98
33.824.925/0001-06,BRASILPREV CONCEPT VI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,162843700.73
33.824.951/0001-34,BB ASSET AÇÕES EQUIDADE IS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1739070.86
33.824.969/0001-36,BB ASSET MULTIMERCADO LONGO PRAZO MULTIESTRATÉGIA FI EM COTAS DE FUNDOS DE INVESTIMENTO,1188152.38
33.825.012/0001-04,BB SUPERIA MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,13142632.0
33.827.133/0001-95,SEGURANÇA II INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO EM AÇÕES,29840958.68
33.827.314/0001-11,BUDAPESTE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,17530189.93
33.827.655/0001-97,SUMAUMA LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,23374932.34
33.840.279/0001-70,SAFRA PREV TRÊS MARIAS FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PREV,278074229.98
33.840.326/0001-86,SAFRA PREV MERLOT FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIÁRIO,15457616.64
33.840.415/0001-22,RAFALU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,17466489.24
33.840.460/0001-87,SFPB 002 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,9075495.25
33.840.487/0001-70,MANAGER KAPITALO TARKUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,5072567.85
33.842.492/0001-11,SAFRA FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO II,8353649883.32
33.842.540/0001-71,VENTUI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,22538967.56
33.842.559/0001-18,SAFRA PREV NEWTON FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIÁRIO,140566546.18
33.842.579/0001-99,SAFRA PREV PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIÁRIO,19526244.46
33.842.605/0001-89,GDM BRAZIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,14566994.35
33.842.681/0001-94,SFPB 003 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,11020538.11
33.843.005/0001-35,BRASILPREV PRIVATE ALLOCATION ADVANCED II FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,22671042.92
33.843.037/0001-30,BRASILPREV PRIVATE ALLOCATION II FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,349379642.29
33.843.057/0001-01,BRASILPREV PRIVATE ALLOCATION I FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,1230783243.95
33.843.077/0001-82,BRASILPREV PRIVATE ALLOCATION ADVANCED I FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,52476034.0
33.843.108/0001-03,BRASILPREV TOP LONG BIAS FUNDO DE INVESTIMENTO EM AÇÕES,453288854.65
33.843.124/0001-98,BRASILPREV PRIVATE ALLOCATION ADVANCED III FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,5418821.77
33.843.168/0001-18,BRASILPREV PRIVATE LONG BIAS II FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,11357004.86
33.843.200/0001-65,BRASILPREV LONG BIAS PLUS I FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,79828828.55
33.843.220/0001-36,BRASILPREV PRIVATE ALLOCATION PLUS II FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,79168973.46
33.843.305/0001-14,BRASILPREV BRASIL CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,35252973.03
33.843.317/0001-49,BRASILPREV CONCEPT I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,743447018.58
33.843.345/0001-66,BRASILPREV CONCEPT III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,1876236449.69
33.843.360/0001-04,BRASILPREV CONCEPT II FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA,533263500.24
33.843.375/0001-72,BRASILPREV CONCEPT IV FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA,4075196737.35
33.843.404/0001-04,BRASILPREV PRIVATE ALLOCATION PLUS I FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,300154833.89
33.843.428/0001-55,BRASILPREV TOP RENDA FIXA INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO,2504744403.19
33.863.652/0001-09,BANRISUL MULTIMERCADO LIVRE FUNDO DE INVESTIMENTO LONGO PRAZO,15218878.71
33.884.105/0001-00,MIRAFLORES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,23392222.21
33.884.110/0001-12,BB RLDF MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,0.0
33.884.127/0001-70,PETISSA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,5996714.74
33.884.185/0001-01,EMPIRICUS FOF SUPERPREVIDÊNCIA CONSERVADOR ICATU FUNDO DE INVESTIMENTO RENDA FIXA,136678414.7
33.897.824/0001-65,ITAÚ FLEXPREV VÉRTICE DUNAMIS FIF CIC DE AÇÕES - RESP LIMITADA,36956819.59
33.897.997/0001-83,SETS FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,135169819.71
33.898.268/0001-41,BRASILPREV TOP ESTRATÉGIA ABSOLUTE HEDGE FIC FI MULTIMERCADO,4942705271.8
33.898.293/0001-25,BRASILPREV TOP ESTRATÉGIA AZ QUEST MULTI FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,1853017787.52
33.913.516/0001-86,TAPAJOS FIF CIC MULT - RESP LIMITADA,37989549.45
33.913.562/0001-85,MS GLOBAL OPPORTUNITIES DÓLAR ADVISORY FIC FIA IE,745323995.5
33.913.568/0001-52,DB I FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,1005600.67
33.913.576/0001-07,DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,186413304.13
33.913.584/0001-45,DB III FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,6154294.35
33.913.618/0001-00,TESLA R2 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR,17907507.12
33.913.620/0001-70,051 BRUCUTU FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR,33759808.6
33.913.629/0001-81,TAMBAÚ QI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,27381671.74
33.913.638/0001-72,SAKS SUPERPREV FUNDO DE INVESTIMENTO MULTIMERCADO,17146630.24
33.913.650/0001-87,IAJA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,949353709.97
33.913.659/0001-98,IAJA AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,228591880.06
33.913.663/0001-56,IAJA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,260767665.99
33.913.669/0001-23,IAJA FIC DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,156764768.81
33.925.125/0001-81,LEGACY CAPITAL AZWM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,67244322.99
33.925.149/0001-30,VITREO OURO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,74178865.12
33.925.162/0001-90,SCHRODER ADVANTAGE MASTER FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO,315610783.2
33.925.183/0001-05,EMPIRICUS FOF MELHORES FUNDOS GLOBAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO EXTERIOR,52124726.56
33.925.189/0001-82,CARBONO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,73156475.4
33.925.202/0001-01,LEGACY CAPITAL W FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,3499444.05
33.925.209/0001-15,EVEH FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIO,6159703.77
33.952.885/0001-88,VITREO FOF MELHORES FUNDOS MULTIMERCADOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MUL,22932283.39
33.952.911/0001-78,EMPIRICUS FOF MELHORES FUNDOS AÇÕES - FI EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,63157142.84
33.952.939/0001-05,VITREO DÓLAR FUNDO DE INVESTIMENTO CAMBIAL,62809841.76
33.952.983/0001-15,P051 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,24325599.16
33.953.008/0001-21,STAR CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,14022737.4
33.953.056/0001-10,V8 INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA,85635639.84
33.953.227/0001-00,EMPIRICUS MAB FUNDO DE INVESTIMENTO EM AÇÕES,19512078.28
33.953.262/0001-20,SPS PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,26995910.4
33.953.284/0001-90,LEGACY CAPITAL PG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,127917712.83
