CNPJ_FUNDO,DENOM_SOCIAL,VL_PATRIM_LIQ
42.321.494/0001-56,GENEVE RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,30825456.69
42.321.520/0001-46,MANAGER BOGARI VALUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,
42.321.531/0001-26,UNIÃO DE VALOR FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO IE,0.0
42.321.583/0001-00,RUTÊNIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,18844503.47
42.321.592/0001-93,NEVESFAUZER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0.0
42.330.865/0001-66,ITAÚ PRIVATE AQUILA  AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,503819908.73
42.332.039/0001-56,VÉRTICE FIDELITY ÁSIA PACIFIC OPPORTUNITIES AÇÕES USD INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO,1134819.44
42.332.169/0001-99,ITAÚ MASTER GLOBAL DINÂMICO ULTRA MULTIMERCADO FUNDO DE INVESTIMENTO,684928479.33
42.335.925/0001-33,JWM MULTIMERCADO FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,50171144.33
42.336.176/0001-69,ACACIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,11530450.49
42.336.900/0001-54,ITAÚ ACTION DEB INCENTIVADAS FIF INCENTIVADO INFRA CIC RF CRED PRIV LP - RESP LIMITADA,443184009.3
42.336.949/0001-07,ITAÚ FUND OF FUNDS PEGASUS ORION MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FICFI,93552127.03
42.336.988/0001-04,ITAÚ VÉRTICE IBOVESPA EQUITIES II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,370474054.87
42.337.008/0001-98,ITAÚ SELEÇÃO MULTIFUNDOS MULTIMERCADO CRÉDITO PRIVADO FICFI,4526250.86
42.337.043/0001-07,ITAÚ FLEXPREV VÉRTICE OPTIMUS TITAN DISTRIBUIDORES MULTIMERCADO FICFI,127451431.34
42.337.068/0001-00,ITAÚ FLEXPREV VÉRTICE II MACRO PREV DISTRIBUIDORES FIF CIC MULT - RESP LIMITADA,2065986.35
42.337.148/0001-66,ITAÚ FLEXPREV HUNTER TOTAL RETURN DISTRIBUIDORES FIF CIC MULT - RESP LIMITADA,1445808.63
42.337.174/0001-94,MASTER PRIVATE MULTI AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1773816382.72
42.337.244/0001-04,VERDE AM PATRIMÔNIO II SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1555709.6
42.337.263/0001-30,ITAÚ GDU CENTRALIZADOR MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,768524280.49
42.338.242/0001-30,NARGUILÉ UNIDO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO IE,31204121.05
42.338.264/0001-08,KATANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,15500398.62
42.338.290/0001-28,JBM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0
42.338.321/0001-40,MANAGER ABSOLUTE HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,67169675.64
42.338.370/0001-83,MANAGER BRASIL CAPITAL CMPS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,54200416.25
42.338.382/0001-08,2M FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0.0
42.338.420/0001-22,GREEN FOREST FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,10664861.35
42.338.539/0001-03,LA ROCHELLE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITOPRIVADO,68110480.49
42.344.516/0001-01,ITAÚ MASTER MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,201724419.72
42.357.332/0001-78,GC AETERNUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,797123.17
42.357.346/0001-91,CD BAIA FORMOSA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,8312197.54
42.357.363/0001-29,PEG ESTIBORDO III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,35579928.92
42.357.379/0001-31,BTG PACTUAL NTN-B 2035 YIELD PREVIDÊNCIA FUNDO DE INVESTIMENTO RENDA FIXA,331794479.39
42.357.431/0001-50,CSHG 2801 FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉD PRIV RESP LTDA,138202909.27
42.358.060/0001-20,ROMAPE FUNDO DE INVESTIMENTO MULTIMERCADO DE CRÉDITO PRIVADO INVESTIMENTO NO  EXTERIOR,84466193.08
42.378.579/0001-70,ITAÚ ACTION DEBÊNTURES INCENTIVADAS FIF INCENTIVADO INFRA RF CRED PRIV LP - RESP LIMITADA,521833096.13
42.378.630/0001-44,ITAÚ KINEA ASSET ALLOCATION EDGE FICFI MULTIMERCADO,19716800.61
42.378.671/0001-30,RT KINETIC MULTIMERCADO FUNDO DE INVESTIMENTO,14350096.62
42.378.811/0001-70,RT HARDWOOD FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA,56299947.05
42.379.037/0001-12,ITAÚ FLEXPREV JUROS PRÉ TARGET 2025 FIF CIC RF - RESP LIMITADA,202390650.99
42.379.088/0001-44,ITÁU FLEXPREV JUROS PRÉ TARGET 2025 FIF RF - RESP LIMITADA,201968807.59
42.379.212/0001-71,GAMG FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,26887143.24
42.379.725/0001-82,ITAÚ OPTIMUS EXTREME PVT MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,200882334.51
42.379.878/0001-20,ACE CAPITAL MULTIMERCADO SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,127567137.18
42.380.161/0001-06,ITAÚ DEBÊNTURES INCENTIVADAS CDI FUNDO INCENTIVADO DE INV FIN EM INFRA DA CIC RF CP - RESP LIMITADA,6767646422.72
42.380.316/0001-04,ITAÚ FOF QUANTITATIVO MASTER MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,123717893.09
42.380.398/0001-89,ITAÚ FLEXPREV HEDGE PLUS RF LP FC,4673815.21
42.380.567/0001-80,ITAÚ FUNDO DE INVESTIMENTO MULTIMERCADO MAC,23963332.58
42.380.882/0001-08,ITAÚ FLEXPREV SINFONIA FIF CIC MULT CRED PRIV - RESP LIMITADA,6636520601.95
42.382.303/0001-66,MASTER POLARIS I FUNDO DE INVESTIMENTO MULTIMERCADO,13564884.29
42.382.504/0001-63,VÉRTICE PVT POLARIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,13327448.72
42.382.643/0001-97,FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO WPA PREVIDÊNCIA II,971831344.18
42.382.807/0001-86,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO TIUTADO23,32666598.61
42.382.931/0001-41,ITAÚ PRIVATE POLARIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,17638320.48
42.384.328/0001-07,VINLAND LONG BIAS MULTIMERCADO SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2957101.11
42.384.407/0001-00,VINLAND LONG ONLY AÇÕES SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1277691.14
42.389.980/0001-06,ACE CAPITAL PREVIDENCIÁRIO ITAÚ I FICFI MULTIMERCADO,118550318.3
42.399.185/0001-07,OAKTREE GLOBAL CREDIT BRL SELEÇÃO FICFI MULTIMERCADO INVESTIMENTO NO EXTERIOR,24754447.43
42.399.905/0001-26,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA FRT200,134742050.47
42.402.063/0001-14,OCCAM BRASILPREV FIFE MULTIMERCADO PREVIDENCIÁRIO FUNDO DE INVESTIMENTO,88421153.18
42.402.158/0001-38,AZ QUEST ANS FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO,1603034.34
42.402.249/0001-73,TREND PE VI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SIMPLES,142359382.8
42.402.544/0001-20,DAHLIA TOTAL RETURN BB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,41800476.23
42.402.547/0001-63,JGP ESTRUTURADOS FUNDO DE INVESTIMENTO EM RENDA FIXA CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10939988.28
42.403.085/0001-07,TREND AGUA TECH FUNDO DE INVESTIMENTO MULTIMERCADO,3621054.39
42.404.779/0001-50,SPS III FEEDER B - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,393931374.4
42.405.028/0001-59,ROOT CAPITAL CRÉDITO HG PLUS FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,410959217.09
42.405.077/0001-91,GENIAL ALOCAÇÃO RENDA VARIÁVEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,40795996.59
42.405.280/0001-68,BRASILPREV RENDA FIXA PRÉ ATIVO FUNDO DE  INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,19159656.72
42.405.550/0001-30,SPS III FEEDER A - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,356018158.87
42.405.658/0001-23,BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES NICA,17820545.32
42.405.744/0001-36,ACREFI - FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,25521769.12
42.405.817/0001-90,GARIBALDI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,12391606.35
42.407.043/0001-36,NASCENTE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,19498172.7
42.407.131/0001-38,GART FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,9575474.77
42.407.193/0001-40,GUEPARDO 100 ALFAPREV - FI EM COTAS DE FI MULTIMERCADO - PREVIDENCIÁRIO QUALIFICADO,11355694.56
42.407.271/0001-06,ALFAPREV AZUL - FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIDOR PROFISSIONAL,51028173.8
42.407.344/0001-60,IBIUNA ST ALFAPREV - FI EM COTAS DE FI MULTIMERCADO - CRÉDITO PRIVADO - PREVIDENCIÁRIO QUALIFICADO,6881485.81
42.407.471/0001-69,BRASILPREV RENDA FIXA ATIVA IQ FUNDO DE  INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,577467308.23
42.408.129/0001-83,STARK FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,12670542.56
42.408.185/0001-18,WAYNE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,17576067.44
42.408.692/0001-51,BENTO FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,39930165.71
42.411.555/0001-76,ITAÚ DEB INCENTIVADAS CDI FDO INCENTIVADO DE INV FINANCEIRO EM INFRAESTR RF CRÉD PRIV  RESP LIMITADA,1347707035.6
42.411.756/0001-73,ITAÚ MOMENTO OFF PREV FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,3068790.28
42.411.782/0001-00,ITAÚ CUSTÓDIA CASH RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,1484362815.42
42.417.749/0001-89,SCHRODER TOP CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO CRÉDITO PRIVADO,316518388.27
42.417.831/0001-03,CLARITAS BRASILPREV QUANT FIFE FUNDO DE INVESTIMENTO EM MULTIMERCADO,97564234.66
42.417.904/0001-67,CLARITAS QUANT MASTER II FUNDO DE INVESTIMENTO EM AÇÕES,45911596.81
42.418.201/0001-53,STUDIO 70 RED PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,4635758.99
42.418.309/0001-46,STUDIO MASTER 70 PREV FIFE FUNDO DE INVESTIMENTO MULTIMERCADO,4595818.38
42.418.908/0001-60,XP CRÉDITO ESTRUTURADO HIGH YIELD SEGUROS MASTER PREV FI MULTIMERCADO CREDITO PRIVADO,1983720409.61
42.420.020/0001-61,REBOUÇAS 1223 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CP IE,12681700.76
42.420.397/0001-10,ELEFANTE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,27059958.64
42.420.476/0001-21,TRIDACNA 2 FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO MULTIMERCADO,19861263.62
42.420.560/0001-45,MANAGER CLAVE TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,
42.420.671/0001-51,MANAGER KINEA RENDA FIXA ABSOLUTO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO LP,
42.420.740/0001-27,MANAGER IP VALUE HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR,
42.420.830/0001-18,MANAGER PMC INCOME USD FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR,14200525.93
42.420.971/0001-30,ABSOLUTUM FUNDO DE INVESTIMENTO FINANCEIRO,36994384.94
42.421.045/0001-80,MANAGER LEGG MASON CLEARBRIDGE US LARGE CAP GROWTH FI EM COTAS FI EM AÇÕES IE,
42.428.306/0001-93,PEDRA NEGRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES,378320943.33
42.430.749/0001-19,FARO INVESTIMENTOS III FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,11927803.6
42.431.032/0001-91,NATUS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,10490447.36
42.431.040/0001-38,ÊXITO IMP II FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0
42.431.082/0001-79,ELLAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31832826.04
42.431.208/0001-05,ROMANNO FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,12243285.7
42.431.231/0001-08,2176 II MULTIMERCADO FUNDO DE INVESTIMENTO,39040210.02
42.431.277/0001-19,ALLIGATOR FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,4601825.94
42.431.342/0001-06,MECA FIF CIC MULT CRED PRIV - RESP LIMITADA,0.0
42.431.372/0001-12,AMBROSIO FICFI MULT CRÉD PRIV IE,33418738.48
42.431.386/0001-36,POTENTIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,0.0
42.431.406/0001-79,SANOMATI FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,6315980.66
42.431.420/0001-72,RIOMAGGIORE FUND FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,12208597.73
42.431.442/0001-32,ASTELLA JOURNEY IV PVT MULTIMERCADO FUNDO DE INVESTIMENTO,48178635.52
42.431.459/0001-90,ITAÚ SELEÇÃO FIDELITY ÁSIA PACIFIC OPPORTUNITIES AÇÕES USD IE FIC FI,1146916.27
42.431.469/0001-25,ITAÚ INSTITUCIONAL RISING STARS CRÉDITO PRIVADO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FI,71224006.39
42.431.492/0001-10,ITAÚ DELTA INSTITUCIONAL RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO,307987939.77
42.431.509/0001-39,ITAÚ FLEXPREV DIFERENCIADO FIF CIC RF CRED PRIV RESP LIMITADA,878402474.76
42.431.531/0001-89,SPX SEAHAWK RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FI,98010838.86
42.431.994/0001-40,BRADESCO FC DE FUNDOS DE INVESTIMENTO MULT CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR BAOBA 555,126415931.39
42.446.979/0001-76,MANAGER LEGG MASON MARTIN CURRIE EUROPEAN UNCONSTRAINED ESG FI EM COTAS DE FI EM AÇÕES IE,
42.447.004/0001-62,MARTIM PESCADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CP IE,12567174.79
42.447.119/0001-57,SAFRA DIRECT PERMANENT PORTFOLIO FUNDO DE INVESTIMENTO MULTIMERCADO,
42.447.172/0001-58,LINCE 4 FIF CLASSE DE INVESTIMENTO RF EM INFRAESTRUTURA RESP LIMITADA,63394595.68
42.447.197/0001-51,GAL CAFÉ 2 FIF INVESTIMENTO EM INFRA CLASSE DE INVESTIMENTO RF INVESTIMENTO EM INFRA RESP LIMITADA,63688683.13
42.447.229/0001-19,SAFRA CONSUMO AMERICANO REAIS PB FUNDO DE INVESTIMENTO EM AÇÕES BDR-NÍVEL I,14044314.95
42.447.256/0001-91,SAFRA CONSUMO AMERICANO REAIS FUNDO DE INVESTIMENTO EM COTAS FIA BDR-NÍVEL I,10626666.98
42.447.288/0001-97,MANAGER KINEA PRIVATE EQUITY V FUNDO DE INVESTIMENTO MULTIMERCADO,18322104.25
42.447.309/0001-74,SAFRA PORTFÓLIO MACRO PLUS EXCLUSIVE FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,
42.447.372/0001-00,SAFRA BONDS REAIS FUNDO DE INVESTIMENTO RENDA FIXA,0.0
42.447.405/0001-12,MANAGER SPS CAPITAL III FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,41038276.28
42.447.445/0001-64,MANAGER SPS CAPITAL III FEEDER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,5558495.3
42.447.507/0001-38,SAFRA TORRICELLI LONG & SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,10062794.99
42.447.534/0001-00,MANAGER JSS PRIVATE INVESTMENTS FUNDS II FIM CP IE,98821302.7
42.447.558/0001-60,MANAGER OAKTREE GLOBAL CREDIT USD FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO IE,7349210.94
42.447.588/0001-76,MANAGER EB PREFERRED FUTURES FUNDO DE INVESTIMENTO MULTIMERCADO,9489491.56
42.447.611/0001-22,TRIREMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0.0
42.447.691/0001-16,SUNION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,18760058.25
42.447.725/0001-72,ITAÚ SAÚDE PLUS RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0
42.447.786/0001-30,ITAÚ SAÚDE PLUS RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,0.0
42.447.814/0001-19,AAA PORTFOLIO ITAÚ FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,1515967.67
42.447.874/0001-31,MAKALU FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,73390422.01
42.447.925/0001-25,ITAÚ MOBYDICK FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,193613716.3
42.447.950/0001-09,BBMP FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,6515457.85
42.448.006/0001-76,ITAÚ PRIVATE 1312 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CRÉD PRIV - RESP LIMITADA,15798154.85
42.448.025/0001-00,GR ITAÚ FICI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,44024220.16
42.448.072/0001-46,REVALI 3 FIF MULT CRED PRIV - RESP LIMITADA,19499940.64
42.448.108/0001-91,KINEA GAMA PVT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,7602951.34
42.448.177/0001-03,1807 II FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT CRÉD PRIV - RESP LIMITADA,0.0
42.448.223/0001-66,TAUS FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,54851374.08
42.448.245/0001-26,FUNDO DE INVESTIMENTO EM AÇÕES SANTIAGO,50435610.52
42.448.269/0001-85,BW40 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,18530681.47
42.449.117/0001-05,ARX INCOME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA,2129057.05
42.449.133/0001-90,SPX FALCON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA,4414329.26
42.449.146/0001-69,ASA HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ÁGORA,49391999.61
42.449.329/0001-84,RBR FF IMOBILIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,169411131.5
42.449.356/0001-57,ITAÚ PRECISION CRÉD PRIV MULT DISTR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,52894932.26
42.449.373/0001-94,SCHRODER IG PREVIDENCIÁRIO MASTER RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO FIFE,12465087.4
42.449.381/0001-30,LEGACY CAPITAL PREVIDENCIÁRIO FIFE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,15918568.26
42.449.416/0001-31,GAP ABSOLUTO A IQ PREVIDENCIÁRIO MULTIMERCADO FICFI,26820263.33
42.449.426/0001-77,CLAVE ALPHA MACRO WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,436474730.24
42.449.510/0001-90,MONTENEGRO FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,1343925100.86
42.449.526/0001-01,ESMERALDA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,87842117.56
42.449.557/0001-54,SOMALIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,216218374.75
42.449.565/0001-09,BLP ASA BRANCA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2048627.29
42.449.577/0001-25,VATICANO FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,2384097.53
42.449.703/0001-41,TERRAZUL II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,75392745.85
42.461.401/0001-99,NEO MULTIMERCADO B PREV FIFE FUNDO DE INVESTIMENTO MULTIMERCADO,269732790.17
42.461.448/0001-52,BRADESCO PAOSA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,13187631.54
42.461.485/0001-60,BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRED PRIV IE BRASPE,57253647.58
42.461.526/0001-19,BRADESCO FIC DE FI MULT CRÉD PRIV IE VHEJA,0.0
42.461.577/0001-40,BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE FLY DIVE,20087212.75
42.461.658/0001-40,BRADESCO FI MULT CRÉDITO  PRIVADO INVESTIMENTO NO EXTERIOR KNI INVESTIMENTOS BR,84518722.69
42.461.695/0001-59,BRADESCO ACE CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO FIE II,706920670.21
42.461.845/0001-24,BRADESCO LEGACY CAPITAL II FIC  DE FUNDOS DE INVESTIMENTO MULTIMERCADO FIE II,767411640.52
42.461.943/0001-61,BRADESCO SPX LANCER PLUS PGBL/VGBL FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO,161621346.41
42.464.235/0001-84,PTR II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,22813105.69
42.464.489/0001-00,VTR FEEDER CRESCERA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,7915107.47
42.464.506/0001-00,VINCI FUNDO DE FUNDOS IMOBILIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,61158660.12
42.464.551/0001-56,4K TIGRES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,33656626.87
42.464.593/0001-97,APOLLO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,9181145.49
42.464.614/0001-74,SIMON LONG BIAS FUNDO DE INVESTIMENTO EM AÇÕES,19267610.96
42.464.670/0001-09,OCEANA FAMÍLIA PREVIDÊNCIA FUNDO DE INVESTIMENTO EMAÇÕES,52451292.6
42.464.835/0001-42,LIBRA53 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,33415906.51
42.464.850/0001-90,PINUS 2 ALTERNATIVO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31918730.69
